time,temperature_2m,windspeed_10m
2020-08-31,14.860042735042734,11.411912393162392
2020-09-07,15.506043956043955,13.40934065934066
2020-09-14,15.953388278388278,10.843498168498169
2020-09-21,14.099313186813188,11.294642857142858
2020-09-28,13.875549450549451,14.58228021978022
2020-10-05,11.134844322344323,17.145833333333332
2020-10-12,9.096245421245422,11.297802197802199
2020-10-19,12.456730769230768,17.76959706959707
2020-10-26,11.545787545787546,18.898031135531134
2020-11-02,9.857097069597069,15.075503663003664
2020-11-09,9.039102564102564,13.000091575091574
2020-11-16,9.150961538461539,20.541712454212455
2020-11-23,5.866941391941392,11.924130036630036
2020-11-30,3.3755952380952383,12.607875457875458
2020-12-07,3.2966117216117214,10.541254578754579
2020-12-14,7.629532967032968,15.704212454212454
2020-12-21,4.8988553113553115,17.177106227106226
2020-12-28,2.6791666666666667,12.864697802197803
2021-01-04,1.3323717948717948,12.376282051282052
2021-01-11,1.547481684981685,15.082051282051282
2021-01-18,4.500137362637362,19.630769230769232
2021-01-25,-0.1758241758241758,11.270695970695972
2021-02-01,-0.5744963369963371,16.101602564102564
2021-02-08,-4.897710622710623,13.555311355311355
2021-02-15,6.272298534798535,15.969963369963372
2021-02-22,8.4867673992674,12.227747252747251
2021-03-01,3.4972527472527473,10.718223443223442
2021-03-08,4.758241758241758,19.964423076923076
2021-03-15,3.858195970695971,14.858516483516482
2021-03-22,7.292948717948718,15.006684981684982
2021-03-29,8.854212454212453,13.812591575091577
2021-04-05,4.121886446886447,18.732509157509156
2021-04-12,5.35279304029304,11.923855311355311
2021-04-19,7.594047619047619,13.097893772893773
2021-04-26,7.92184065934066,10.47852564102564
2021-05-03,8.740201465201466,18.94363553113553
2021-05-10,11.9614010989011,10.22014652014652
2021-05-17,10.890613553113553,14.0617673992674
2021-05-24,11.195467032967034,13.994826007326006
2021-05-31,17.23818681318681,9.439789377289378
2021-06-07,16.9875,9.871886446886448
2021-06-14,20.172115384615385,11.590659340659341
2021-06-21,15.9010989010989,9.427014652014652
2021-06-28,18.29510073260073,8.75746336996337
2021-07-05,18.47440476190476,10.73470695970696
2021-07-12,19.84826007326007,11.67930402930403
2021-07-19,17.90714285714286,9.632738095238095
2021-07-26,17.928891941391942,16.027152014652014
2021-08-02,16.656684981684982,11.580448717948718
2021-08-09,17.790521978021978,12.685485347985347
2021-08-16,16.568910256410255,14.267261904761906
2021-08-23,16.31135531135531,14.462774725274725
2021-08-30,15.849496336996337,8.824679487179488
2021-09-06,17.932692307692307,9.002106227106228
2021-09-13,15.894871794871795,10.65260989010989
2021-09-20,15.447664835164836,13.498992673992674
2021-09-27,14.135210622710623,17.736309523809524
2021-10-04,11.672985347985348,11.435622710622711
2021-10-11,10.96492673992674,14.438827838827839
2021-10-18,11.167261904761904,18.91794871794872
2021-10-25,11.536492673992674,16.979029304029304
2021-11-01,8.718681318681318,15.219551282051281
2021-11-08,8.682600732600733,11.760714285714286
2021-11-15,8.327518315018315,15.15375457875458
2021-11-22,4.693498168498168,11.73695054945055
2021-11-29,3.557600732600733,16.782509157509157
2021-12-06,2.5327838827838827,14.089789377289378
2021-12-13,8.335164835164836,13.114331501831503
2021-12-20,-1.3365842490842492,10.746153846153847
2021-12-27,7.5319139194139195,18.090613553113553
2022-01-03,3.9407967032967033,18.855265567765567
2022-01-10,4.029578754578755,11.189697802197802
2022-01-17,5.084706959706959,17.358836996336997
2022-01-24,5.121703296703297,20.313186813186814
2022-01-31,5.314835164835165,19.91959706959707
2022-02-07,5.238141025641026,19.477106227106226
2022-02-14,6.904716117216118,28.495787545787547
2022-02-21,4.9835622710622705,20.792765567765567
2022-02-28,2.4493589743589745,11.0985347985348
2022-03-07,4.852060439560439,13.884249084249085
2022-03-14,6.739972527472527,13.743315018315018
2022-03-21,8.556410256410256,7.720100732600733
2022-03-28,3.8552197802197803,13.293818681318683
2022-04-04,6.304349816849816,22.435347985347985
2022-04-11,9.612774725274724,11.754075091575093
2022-04-18,10.609615384615385,15.362820512820514
2022-04-25,8.493406593406593,9.518956043956043
2022-05-02,10.402701465201465,7.979990842490842
2022-05-09,14.277289377289378,13.576968864468865
2022-05-16,16.70897435897436,11.631410256410257
2022-05-23,13.481639194139193,19.70462454212454
2022-05-30,13.09047619047619,11.376602564102564
2022-06-06,15.775641025641026,15.227655677655678
2022-06-13,15.999313186813186,10.39981684981685
2022-06-20,18.171336996336997,10.03992673992674
2022-06-27,18.77477106227106,10.761721611721612
2022-07-04,15.932600732600733,16.176373626373625
2022-07-11,16.904945054945056,11.424130036630036
2022-07-18,20.754761904761907,10.780311355311355
2022-07-25,17.861126373626373,11.705631868131869
2022-08-01,18.595238095238095,10.310393772893772
2022-08-08,20.94684065934066,8.964239926739927
2022-08-15,20.462179487179487,8.873580586080587
2022-08-22,20.752884615384612,11.899130036630037
2022-08-29,18.198076923076922,13.445970695970697
2022-09-05,17.788507326007327,10.402518315018316
2022-09-12,14.271749084249084,15.926190476190476
2022-09-19,12.305173992673994,9.448626373626373
2022-09-26,10.720375457875457,14.115430402930404
2022-10-03,13.213186813186812,16.69235347985348
2022-10-10,11.760851648351649,12.076144688644689
2022-10-17,13.046978021978024,12.329349816849819
2022-10-24,14.983379120879121,13.638782051282051
2022-10-31,11.444184981684982,18.314331501831504
2022-11-07,10.653159340659341,17.591987179487177
2022-11-14,4.857967032967033,16.155311355311355
2022-11-21,5.106593406593406,13.940018315018316
2022-11-28,3.624084249084249,11.700686813186813
2022-12-05,1.5926739926739928,9.929716117216117
2022-12-12,-3.0022893772893773,9.73956043956044
2022-12-19,6.2516941391941385,13.79157509157509
2022-12-26,8.575595238095238,24.035714285714285
2023-01-02,8.532417582417583,19.796749084249083
2023-01-09,7.088782051282052,23.53392857142857
2023-01-16,1.448580586080586,14.542582417582418
2023-01-23,1.749908424908425,10.520329670329671
2023-01-30,5.301373626373627,21.766163003663003
2023-02-06,3.014606227106227,11.957875457875458
2023-02-13,6.179395604395604,13.010943223443224
2023-02-20,5.901373626373626,16.71849816849817
2023-02-27,2.4331501831501834,10.19812271062271
2023-03-06,1.5819139194139193,13.880906593406594
2023-03-13,7.936217948717949,17.33621794871795
2023-03-20,9.251098901098901,19.553342490842493
2023-03-27,7.047710622710623,16.95228937728938
2023-04-03,5.6871336996337,9.72129120879121
2023-04-10,8.428846153846154,15.03864468864469
2023-04-17,10.833287545787547,16.17069597069597
2023-04-24,8.02724358974359,13.40613553113553
2023-05-01,10.627701465201465,11.960393772893772
2023-05-08,14.34010989010989,11.127014652014653
2023-05-15,12.145329670329671,13.680677655677655
2023-05-22,12.930311355311355,13.330494505494507
2023-05-29,12.983836996336995,12.636217948717947
2023-06-05,16.77870879120879,12.174130036630036
2023-06-12,19.56918498168498,11.197069597069596
2023-06-19,20.678754578754578,11.219322344322345
2023-06-26,17.82774725274725,15.962774725274725
2023-07-03,18.568269230769232,15.74830586080586
2023-07-10,19.68379120879121,14.815155677655676
2023-07-17,16.320192307692306,12.109615384615385
2023-07-24,16.71515567765568,13.68003663003663
2023-07-31,16.440705128205128,14.470970695970696
2023-08-07,17.029532967032967,14.525091575091576
2023-08-14,19.78690476190476,10.378617216117217
2023-08-21,18.4503663003663,8.713049450549452
2023-08-28,15.270787545787547,8.73282967032967
2023-09-04,18.473076923076924,7.56602564102564
