time,temperature_2m,windspeed_10m
2022-06-20,19.04261904761905,10.221785714285714
2022-06-27,19.23845238095238,10.888154761904762
2022-07-04,16.031428571428574,16.80011904761905
2022-07-11,16.921071428571427,13.054226190476191
2022-07-18,20.967619047619046,10.949166666666667
2022-07-25,18.211726190476192,11.600892857142858
2022-08-01,19.150714285714287,10.620892857142858
2022-08-08,21.35142857142857,8.629880952380953
2022-08-15,21.27470238095238,9.08404761904762
2022-08-22,20.629107142857144,12.063869047619047
2022-08-29,17.54714285714286,12.78922619047619
2022-09-05,17.13922619047619,11.49095238095238
2022-09-12,14.023809523809524,15.913690476190476
2022-09-19,12.18517857142857,8.404166666666667
2022-09-26,10.565416666666668,14.330892857142858
2022-10-03,13.041190476190476,16.364107142857144
2022-10-10,11.937916666666666,11.952142857142857
2022-10-17,12.84220238095238,12.176845238095238
2022-10-24,14.584880952380953,12.495892857142858
2022-10-31,11.07,16.151964285714286
2022-11-07,10.71922619047619,16.45184523809524
2022-11-14,4.227857142857142,15.882202380952382
2022-11-21,4.011071428571428,12.482678571428572
2022-11-28,2.804404761904762,11.90845238095238
2022-12-05,0.5316666666666666,8.513214285714286
2022-12-12,-3.44875,9.156488095238094
2022-12-19,5.330535714285714,13.114166666666666
2022-12-26,8.310773809523809,22.270238095238096
2023-01-02,7.93827380952381,18.591964285714283
2023-01-09,6.835119047619047,22.362261904761905
2023-01-16,1.581190476190476,15.17422619047619
2023-01-23,1.3271428571428572,10.108214285714286
2023-01-30,4.168333333333333,20.731011904761903
2023-02-06,2.509345238095238,12.743809523809524
2023-02-13,5.614583333333333,13.087499999999999
2023-02-20,5.28625,17.245833333333334
2023-02-27,1.7241666666666668,9.692916666666667
2023-03-06,1.2429761904761905,13.92797619047619
2023-03-13,7.5722619047619055,16.625297619047622
2023-03-20,9.084166666666667,17.67720238095238
2023-03-27,6.27672619047619,15.772738095238097
2023-04-03,4.941607142857142,9.20220238095238
2023-04-10,8.36077380952381,14.58440476190476
2023-04-17,10.445059523809524,15.64345238095238
2023-04-24,8.021547619047618,14.43059523809524
2023-05-01,9.97077380952381,13.377797619047618
2023-05-08,14.370416666666667,12.66214285714286
2023-05-15,12.284880952380954,13.724642857142856
2023-05-22,13.981130952380951,11.302321428571428
2023-05-29,13.553630952380953,11.107916666666666
2023-06-05,18.082738095238096,10.580119047619048
2023-06-12,19.473214285714285,10.75422619047619
2023-06-19,20.698511904761904,9.824761904761905
2023-06-26,18.008690476190477,15.514880952380953
2023-07-03,18.498809523809523,15.738095238095237
2023-07-10,20.147380952380953,14.172559523809522
2023-07-17,16.436785714285715,12.229404761904762
2023-07-24,16.816011904761904,12.995
2023-07-31,16.67119047619048,13.830833333333333
2023-08-07,16.816607142857144,15.263809523809524
2023-08-14,20.267916666666665,10.005416666666667
2023-08-21,18.89702380952381,8.876369047619047
2023-08-28,15.46238095238095,9.968511904761906
2023-09-04,18.552083333333332,7.103750000000001
