time,temperature_2m,windspeed_10m
2020-08-31,14.89597800925926,13.189756944444445
2020-09-07,15.450049603174605,15.893477182539682
2020-09-14,15.376488095238095,9.461507936507937
2020-09-21,14.164905753968256,10.715500992063491
2020-09-28,14.034126984126983,14.53137400793651
2020-10-05,11.158754960317461,16.163740079365077
2020-10-12,8.956200396825396,12.588169642857142
2020-10-19,11.914732142857142,18.01830357142857
2020-10-26,11.118253968253967,17.717757936507937
2020-11-02,10.309821428571428,16.59424603174603
2020-11-09,8.093551587301587,12.941319444444446
2020-11-16,8.727579365079364,21.653645833333332
2020-11-23,5.2414434523809526,11.935367063492063
2020-11-30,2.471502976190476,12.926909722222222
2020-12-07,3.139260912698413,12.23060515873016
2020-12-14,6.874975198412699,15.045610119047618
2020-12-21,3.901165674603175,17.039335317460317
2020-12-28,2.7169146825396826,13.968725198412699
2021-01-04,1.2062748015873015,14.702579365079364
2021-01-11,0.8566220238095238,16.09327876984127
2021-01-18,4.030431547619047,18.536954365079367
2021-01-25,-0.5277529761904761,10.888293650793651
2021-02-01,-1.3685267857142858,18.51344246031746
2021-02-08,-4.94094742063492,14.776438492063491
2021-02-15,4.651438492063492,14.517485119047619
2021-02-22,7.939831349206349,13.801661706349208
2021-03-01,2.664484126984127,11.03658234126984
2021-03-08,3.791319444444445,19.057738095238093
2021-03-15,3.1077380952380955,13.97534722222222
2021-03-22,6.736061507936507,14.82093253968254
2021-03-29,8.035887896825397,14.11059027777778
2021-04-05,4.079017857142857,19.70230654761905
2021-04-12,5.278075396825397,12.735441468253969
2021-04-19,7.3257192460317455,14.540624999999999
2021-04-26,7.508060515873017,10.27579365079365
2021-05-03,8.397643849206348,20.46483134920635
2021-05-10,11.559846230158731,11.714335317460318
2021-05-17,10.739434523809523,14.099404761904761
2021-05-24,11.513492063492063,13.303397817460317
2021-05-31,17.065401785714286,10.57906746031746
2021-06-07,17.049429563492065,10.71046626984127
2021-06-14,20.442782738095236,11.273040674603175
2021-06-21,16.177108134920633,8.956051587301587
2021-06-28,18.673635912698412,8.795535714285714
2021-07-05,18.665873015873018,10.659375
2021-07-12,20.997395833333332,12.110689484126985
2021-07-19,17.895907738095236,10.94139384920635
2021-07-26,18.356597222222224,15.72626488095238
2021-08-02,16.804439484126984,11.63561507936508
2021-08-09,17.69045138888889,13.548834325396827
2021-08-16,15.954414682539683,15.878521825396826
